City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,palikir - national government center,6.9248,158.1611,301.56,84,100,3.09,FM,1701040140
357,viveiro,43.6623,-7.5934,286.06,83,100,3.16,ES,1701040141
358,puerto pilon,9.3644,-79.7933,301.91,88,26,2.39,PA,1701040141
359,pimenta bueno,-11.6725,-61.1936,299.48,70,56,1.39,BR,1701040142
360,antsiranana,-12.2787,49.2917,298.29,79,90,5.66,MG,1701040143
361,marolambo,-20.05,48.1167,292.01,90,18,0.91,MG,1701040144
362,hamlin,43.3031,-77.9211,280.81,71,94,2.68,US,1701040144
363,mogadishu,2.0371,45.3438,300.32,78,96,4.4,SO,1701040145
364,beruniy,41.6911,60.7525,281.13,71,85,3.09,UZ,1701040146
365,mejit,10.2753,170.8646,300.77,79,35,9.74,MH,1701040147
366,valparaiso,-33.0393,-71.6273,290.64,81,75,4.12,CL,1701039977
367,lae,-6.7221,146.9847,302.28,69,100,1.45,PG,1701040148
368,penzance,50.1186,-5.5371,283.53,87,67,8.12,GB,1701040149
369,gadzhiyevo,69.2551,33.3362,258.2,90,48,2.66,RU,1701040149
370,kuybyshev,55.4475,78.3218,272.62,89,100,2.67,RU,1701040150
371,beni,0.5,29.4667,289.88,99,90,0.54,CD,1701040151
372,hurricane,37.1753,-113.2899,284.27,41,0,3.13,US,1701039978
373,huancavelica,-12.7667,-74.9833,279.36,86,99,2.95,PE,1701040152
374,marand,38.4329,45.7749,280.47,86,22,3.14,IR,1701040154
375,mpika,-11.8343,31.4529,290.77,93,100,1.5,ZM,1701040155
376,melekeok village,7.4957,134.6367,303.46,74,75,4.63,PW,1701040156
377,brandon,27.9378,-82.2859,297.64,94,100,2.68,US,1701040157
378,ola,59.5833,151.2833,256.01,81,100,5.41,RU,1701040158
379,kangding,30.0513,101.9603,275.87,37,0,4.11,CN,1701040158
380,machico,32.7,-16.7667,292.43,80,20,2.06,PT,1701040159
381,canutama,-6.5339,-64.3831,299.64,69,65,1.24,BR,1701040160
382,tumpat,6.1978,102.171,296.54,93,100,2.25,MY,1701040160
383,sydney,-33.8679,151.2073,299.6,75,75,6.17,AU,1701039819
384,glace bay,46.1969,-59.957,273.58,82,64,1.34,CA,1701040162
385,mahibadhoo,3.7833,72.9667,301.08,74,81,2.25,MV,1701040162
386,le marin,14.4721,-60.8697,298.1,69,0,2.06,MQ,1701040163
387,pointe-noire,-4.7761,11.8635,299.57,86,100,2.81,CG,1701040164
388,hope,33.6671,-93.5916,280.36,50,97,3.56,US,1701040165
389,black point,-34.6187,137.8972,290.06,69,4,6.63,AU,1701040165
390,tateyama,34.9833,139.8667,284.32,76,2,1.0,JP,1701040166
391,port hedland,-20.3167,118.5667,300.18,78,1,5.14,AU,1701040167
392,jieshi,22.8134,115.8257,291.54,74,12,2.48,CN,1701040167
393,sinazongwe,-17.2614,27.4618,300.03,59,29,2.49,ZM,1701040169
394,bata,1.8639,9.7658,298.08,88,87,0.73,GQ,1701040171
395,levuka,50.1834,-105.4011,266.4,65,72,2.83,CA,1701040171
396,howard springs,-12.497,131.047,303.1,92,39,1.23,AU,1701040172
397,shubarshi,48.5872,57.1869,274.78,75,98,6.91,KZ,1701040173
398,chadan,51.2833,91.5833,256.18,98,80,1.26,RU,1701040174
399,shelby,35.2001,-89.8668,279.45,74,75,4.12,US,1701040175
400,dryden,49.7833,-92.7503,262.31,79,100,5.66,CA,1701039886
401,nikolayevsk-on-amure,53.1406,140.73,256.39,72,75,4.08,RU,1701040177
402,asosa,10.0667,34.5333,291.93,51,2,1.74,ET,1701040178
403,new norfolk,-42.7826,147.0587,284.77,49,27,1.35,AU,1701040178
404,horta,38.5333,-28.6333,290.94,97,99,4.92,PT,1701040180
405,cole harbour,44.6724,-63.4751,276.32,79,45,2.57,CA,1701040181
406,queenstown,-31.8976,26.8753,290.52,97,1,0.9,ZA,1701040182
407,zhanibek,49.4167,46.85,277.11,91,49,5.24,KZ,1701040182
408,jinjiang,24.8198,118.5741,290.38,81,0,1.89,CN,1701040183
409,longyearbyen,78.2186,15.6401,274.06,86,75,7.2,SJ,1701040184
410,anaco,9.4389,-64.4728,298.21,79,53,3.41,VE,1701040184
411,den burg,53.0542,4.7972,280.14,93,75,3.6,NL,1701040185
412,north las vegas,36.1989,-115.1175,287.83,26,0,9.39,US,1701040186
413,karasburg,-28.0167,18.75,297.84,21,51,2.84,NA,1701040186
414,kourou,5.1552,-52.6478,300.18,90,90,2.95,GF,1701040187
415,vernon,50.2581,-119.2691,278.49,73,59,0.49,CA,1701040188
416,zhaotong,27.3167,103.7167,280.23,78,0,1.59,CN,1701040188
417,skegness,53.1436,0.3363,278.9,93,100,2.11,GB,1701040189
418,betio village,1.358,172.9211,303.17,69,85,1.86,KI,1701040189
419,nuuk,64.1835,-51.7216,272.49,100,100,9.26,GL,1701040190
420,plettenberg bay,-34.0527,23.3716,291.64,70,49,2.36,ZA,1701040045
421,santa cruz do sul,-29.7175,-52.4258,293.97,87,6,1.86,BR,1701040191
422,gebeit,21.0667,36.3167,297.25,60,34,1.32,SD,1701040192
423,emerald,-23.5333,148.1667,299.54,69,99,4.9,AU,1701040192
424,revelstoke,50.9832,-118.2023,276.05,78,46,0.61,CA,1701040193
425,weining,26.85,104.2333,279.09,90,0,1.89,CN,1701040194
426,yunyang,33.4474,112.7142,279.94,65,0,1.01,CN,1701040195
427,byron bay,-28.65,153.6167,301.32,62,20,3.38,AU,1701040196
428,soe,-9.8607,124.284,296.64,67,16,0.18,ID,1701040196
429,orchard homes,46.8633,-114.0484,274.23,61,0,0.89,US,1701040197
430,irece,-11.3042,-41.8558,298.03,48,0,4.88,BR,1701040197
431,yingshang chengguanzhen,32.6295,116.2701,279.24,75,0,3.3,CN,1701039919
432,bikenibeu village,1.3673,173.1241,303.13,79,75,2.06,KI,1701040198
433,eyl,7.9803,49.8164,298.69,79,78,5.95,SO,1701040015
434,isla vista,34.4133,-119.861,294.51,35,0,2.57,US,1701040200
435,linxia chengguanzhen,35.6003,103.2064,273.91,49,22,0.19,CN,1701040201
436,illizi,26.4833,8.4667,290.53,28,40,4.75,DZ,1701040201
437,guiuan,11.0333,125.7247,300.42,81,78,1.78,PH,1701040202
438,kirakira,-10.4544,161.9205,301.18,81,100,4.4,SB,1701040203
439,flin flon,54.7682,-101.865,257.42,86,85,2.8,CA,1701040203
440,lauro de freitas,-12.8944,-38.3272,300.16,65,40,4.12,BR,1701040204
441,lucapa,-8.4192,20.7447,292.16,98,98,0.18,AO,1701040204
442,georgetown,5.4112,100.3354,299.11,89,20,1.54,MY,1701040038
443,ibaiti,-23.8486,-50.1878,288.32,97,99,1.62,BR,1701040206
444,omdurman,15.6445,32.4777,302.83,21,26,4.62,SD,1701040206
445,dickinson,29.4608,-95.0513,288.24,57,20,7.2,US,1701040207
446,sarangani,5.4033,125.4636,301.47,74,86,5.78,PH,1701040207
447,praya,14.9215,-23.5087,297.45,69,20,4.63,CV,1701040208
448,mirny,62.5353,113.9611,254.06,97,99,2.9,RU,1701040209
449,mersing,2.4312,103.8405,297.15,93,100,3.23,MY,1701040209
450,hacienda huancane,-15.8222,-70.8856,279.85,65,88,6.06,PE,1701040210
451,calvinia,-31.4707,19.776,294.49,30,0,2.0,ZA,1701040210
452,grand baie,-20.0182,57.5802,297.29,84,50,0.45,MU,1701040045
453,kattivakkam,13.2167,80.3167,299.86,91,81,3.36,IN,1701040211
454,prince rupert,54.3161,-130.3201,279.2,93,20,2.06,CA,1701040212
455,tame,6.461,-71.73,297.1,84,79,2.3,CO,1701040213
456,anapskaya,44.89,37.38,281.28,65,75,19.0,RU,1701040213
457,chul'man,56.8479,124.9104,249.95,93,100,4.26,RU,1701040214
458,alpine,32.835,-116.7664,292.17,26,0,6.17,US,1701040114
459,lagoa,39.05,-27.9833,291.47,96,100,7.46,PT,1701040215
460,bandarbeyla,9.4942,50.8122,299.37,75,100,8.19,SO,1701040216
461,pamiers,43.0833,1.5,277.98,46,99,1.09,FR,1701040217
462,mar del plata,-38.0023,-57.5575,299.55,71,52,6.26,AR,1701040218
463,el granada,37.5027,-122.4694,290.75,41,0,3.09,US,1701040219
464,giridih,24.1833,86.3,290.31,69,37,1.08,IN,1701039992
465,howrah,22.5892,88.3103,293.15,88,20,0.0,IN,1701040220
466,san fernando,15.0286,120.6898,299.0,82,91,1.57,PH,1701040221
467,pandan,14.0453,124.1694,299.64,88,74,3.8,PH,1701040222
468,taltal,-25.4,-70.4833,291.42,71,22,3.18,CL,1701040223
469,coahuayana de hidalgo,18.7,-103.6583,301.27,63,88,1.85,MX,1701040225
470,vila velha,-20.3297,-40.2925,295.12,96,100,3.09,BR,1701040036
471,tulnici,45.9167,26.6667,268.77,83,100,5.71,RO,1701040226
472,tsumeb,-19.2333,17.7167,296.3,61,92,1.58,NA,1701040227
473,cromwell,41.5951,-72.6454,282.41,79,100,2.57,US,1701040228
474,bemidji,47.4736,-94.8803,265.31,69,0,7.72,US,1701040178
475,blythe,33.6103,-114.5964,292.4,20,100,5.14,US,1701040229
476,bel ombre,-4.6167,55.4167,300.74,76,99,2.87,SC,1701040229
477,butembo,0.15,29.2833,286.42,98,77,1.05,CD,1701040230
478,karratha,-20.7377,116.8463,298.28,50,0,6.82,AU,1701040231
479,qorveh,35.1664,47.8045,278.61,72,4,3.72,IR,1701040231
480,sabang,5.8933,95.3214,297.91,90,100,3.69,ID,1701040232
481,veraval,20.9,70.3667,297.16,76,0,3.28,IN,1701040232
482,severobaykal'sk,55.65,109.3167,257.88,74,98,3.36,RU,1701040233
483,labuan,5.2767,115.2417,299.91,83,94,3.16,MY,1701040234
484,ciudad lazaro cardenas,17.9583,-102.2,301.35,69,86,3.28,MX,1701040234
485,kuala tungkal,-0.8167,103.4667,297.39,92,99,2.17,ID,1701040235
486,oxford,51.7522,-1.256,282.16,99,100,2.06,GB,1701040140
487,cruzeiro do sul,-29.5128,-51.9853,293.82,87,5,1.13,BR,1701039942
488,mayya,61.7333,130.2811,246.1,96,100,2.78,RU,1701040238
489,kenai,60.5544,-151.2583,275.98,98,100,3.6,US,1701040238
490,shambu,9.5667,37.1,283.03,51,7,1.24,ET,1701040239
491,palmer,42.1584,-72.3287,279.22,72,100,2.03,US,1701040239
492,nadym,65.5333,72.5167,256.76,98,96,3.48,RU,1701040240
493,arkalyk,50.2486,66.9114,274.68,45,100,8.11,KZ,1701040240
494,san borja,-14.8167,-66.85,296.82,96,83,0.75,BO,1701040241
495,salahonda,2.1019,-78.7217,299.86,85,26,3.22,CO,1701040241
496,el bauga,18.262,33.9081,299.18,42,98,3.32,SD,1701040242
497,korop,51.5664,32.9586,270.82,95,100,11.39,UA,1701040230
498,san antonio de pale,-1.4014,5.6325,300.2,78,98,2.12,GQ,1701040243
499,kijang,35.2442,129.2139,282.29,54,83,3.12,KR,1701040244
500,selfoss,63.9331,-20.9971,277.77,86,100,2.5,IS,1701040244
501,boali,4.8005,18.1275,296.64,85,95,0.41,CF,1701040245
502,at-bashi,41.1702,75.8106,270.0,61,88,2.09,KG,1701040245
503,waimea,20.0231,-155.6717,297.85,83,99,3.58,US,1701040246
504,tofol,5.3248,163.0078,304.03,70,75,3.09,FM,1701040247
505,karachi,24.9056,67.0822,290.05,63,52,2.06,PK,1701040065
506,jabat,7.75,168.9751,300.98,81,99,8.99,MH,1701040248
507,sisimiut,66.9395,-53.6735,269.38,94,100,3.45,GL,1701040249
508,camocim,-2.9022,-40.8411,299.98,77,10,7.09,BR,1701040249
509,la passe,45.5549,-0.8967,278.14,61,100,2.44,FR,1701040250
510,igurusi,-8.85,33.85,292.77,73,90,0.82,TZ,1701040251
511,ende,-8.8432,121.6623,300.73,75,81,0.6,ID,1701040251
512,juan aldama,24.2908,-103.3944,292.2,19,97,3.27,MX,1701040183
513,baryshevo,54.9564,83.1822,272.07,97,93,1.97,RU,1701040253
514,vorkuta,67.5,64.0,254.0,100,92,1.27,RU,1701040253
515,mizan teferi,6.9833,35.5833,289.5,87,47,1.49,ET,1701040254
516,ulladulla,-35.35,150.4667,295.8,80,93,3.08,AU,1701040081
517,gopalganj,26.4667,84.4333,293.28,52,100,1.14,IN,1701040255
518,leh,34.1667,77.5833,273.31,34,100,0.49,IN,1701040256
519,portomaggiore,44.6985,11.8068,280.22,84,18,1.94,IT,1701040256
520,tongchuanshi,35.0806,109.0897,279.13,35,3,2.34,CN,1701040257
521,villa paula de sarmiento,-31.4933,-68.5384,303.85,25,34,5.82,AR,1701040258
522,yolombo,6.5984,-75.0114,291.23,97,39,0.35,CO,1701040259
523,kandyagash,49.4744,57.4233,274.2,73,86,8.0,KZ,1701040259
524,katsuura,35.1333,140.3,284.53,76,0,1.4,JP,1701040260
525,magdagachi,53.45,125.8,253.56,67,5,3.3,RU,1701040260
526,vite,17.2833,74.55,295.18,75,47,3.03,IN,1701040261
527,izki,22.9333,57.7667,293.08,76,9,1.76,OM,1701040262
528,karimganj,24.8667,92.35,289.01,74,2,1.72,IN,1701040262
529,yangambi,0.8102,24.4336,294.45,93,99,0.85,CD,1701040263
530,maxixe,-23.8597,35.3472,295.57,90,7,1.66,MZ,1701040264
531,mohr,54.3528,9.7167,274.24,92,100,3.09,DE,1701040264
532,vozhega,60.4725,40.2213,261.92,90,96,3.14,RU,1701040265
533,lihue,21.9789,-159.3672,299.73,73,75,7.72,US,1701040255
534,alo,7.4178,6.7371,297.72,87,100,0.92,NG,1701040267
535,bonyhad,46.2992,18.5302,272.62,80,21,3.35,HU,1701040268
536,mormugao,15.4,73.8,297.74,88,40,3.09,IN,1701040268
537,dunedin,-45.8742,170.5036,286.37,74,100,1.79,NZ,1701040208
538,bereznik,62.8551,42.7072,254.83,98,40,1.32,RU,1701040269
539,lazaro cardenas,17.9583,-102.2,301.35,69,86,3.28,MX,1701040234
540,pangkalanbuun,-2.6833,111.6167,296.35,99,100,1.06,ID,1701040271
541,newman,37.3138,-121.0208,288.31,43,99,0.89,US,1701040271
542,marabba,12.35,32.1833,303.02,20,25,3.34,SD,1701040272
543,belo sur tsiribihina,-19.7,44.55,298.07,91,14,1.14,MG,1701040272
544,isangel,-19.55,169.2667,301.21,61,75,2.57,VU,1701040067
545,lebanon,36.2081,-86.2911,284.27,89,75,4.63,US,1701040274
546,aalborg,57.048,9.9187,271.11,93,56,2.06,DK,1701040274
547,san-pedro,4.7485,-6.6363,297.97,90,94,1.29,CI,1701040275
